product_id,category,brand,season,size,color,original_price,markdown_percentage,current_price,purchase_date,stock_quantity,customer_rating,is_returned,return_reason
Fb001085,Shoes,Uniqlo,Fall,S,Gray,142.83,12.1,142.83,06-08-2025,25,3.5,FALSE,
Fb001086,Shoes,Zara,Fall,unknown size,Purple,140.17,12.1,140.17,06-08-2025,43,3.1,FALSE,
Fb001087,Tops,Gap,Winter,M,Brown,106.11,33.8,70.24,06-08-2025,15,4.5,FALSE,
Fb001088,Dresses,H&M,Summer,Xs,Pink,53.23,12.1,53.23,06-08-2025,41,2.8,TRUE,Color Mismatch
Fb001089,Outerwear,Banana Republic,Spring,Xxl,Black,92.25,12.1,92.25,28-05-2025,22,3.3,TRUE,Wrong Item
Fb001090,Accessories,Ann Taylor,Summer,unknown size,Brown,39.17,12.1,39.17,06-08-2025,4,3.5,TRUE,Color Mismatch
Fb001091,Accessories,Gap,Spring,unknown size,White,72.83,12.1,72.83,26-11-2024,6,2,FALSE,
Fb001092,Bottoms,Forever21,Winter,S,Brown,29.73,28.7,21.2,06-08-2025,37,2.5,FALSE,
Fb001093,Dresses,Mango,Winter,Xl,Black,144.1,12.1,144.1,06-08-2025,36,2.5,FALSE,
Fb001094,Dresses,H&M,Summer,Xl,Brown,109.23,112.1.8,97.43,06-08-2025,38,3.3,FALSE,
Fb001095,Outerwear,Mango,Winter,Xl,Pink,180.65,17.5,149.04,06-08-2025,41,1.4,FALSE,
Fb001096,Outerwear,Banana Republic,Spring,M,Green,129.24,46.2,69.53,27-03-2025,28,3.2,FALSE,
Fb001097,Shoes,Gap,Summer,Xs,Blue,195.67,47.1,103.51,06-08-2025,36,4,FALSE,
Fb001098,Accessories,Banana Republic,Winter,unknown size,Navy,65.64,212.1.7,52.05,06-08-2025,20,2.6,FALSE,
Fb001099,Bottoms,H&M,Spring,Xs,Purple,113.18,12.1,113.18,02-04-2025,3,4.9,FALSE,
Fb001100,Shoes,Ann Taylor,Fall,Xl,Beige,173.69,12.1,173.69,06-08-2025,25,3.6,FALSE,
Fb001101,Outerwear,Zara,Fall,S,Gray,156.54,12.1,156.54,06-08-2025,23,1.8,FALSE,
Fb001102,Dresses,H&M,Spring,Xl,Brown,103.78,39,63.31,12-10-2024,5,2.9,FALSE,
Fb001103,Accessories,Gap,Fall,unknown size,Black,79.6,12.1,79.6,06-08-2025,22,2.9,FALSE,
Fb001104,Accessories,Ann Taylor,Fall,unknown size,Beige,34.18,18.9,27.72,06-08-2025,50,3.6,FALSE,
Fb001105,Bottoms,Gap,Winter,Xxl,Blue,58.44,12.1,58.44,06-08-2025,3,2.6,TRUE,Wrong Item
Fb001106,Accessories,Zara,Summer,unknown size,Navy,30.62,12.1,30.62,06-08-2025,31,3,TRUE,Damaged
Fb001107,Outerwear,Uniqlo,Fall,Xxl,Purple,213.94,12.1,213.94,06-08-2025,16,4.7,FALSE,
Fb001108,Bottoms,Forever21,Fall,Xl,Pink,29.31,12.1,29.31,06-08-2025,25,4.6,TRUE,Changed Mind
Fb001109,Tops,Forever21,Spring,M,Red,49.12,12.1,49.12,28-06-2025,47,2.9,FALSE,
Fb001110,Bottoms,Banana Republic,Fall,unknown size,Purple,113.23,12.1,113.23,06-08-2025,13,3.7,FALSE,
Fb001111,Outerwear,Banana Republic,Spring,Xxl,Brown,103.65,12.1,103.65,16-11-2024,4,1,FALSE,
Fb001112,Dresses,Ann Taylor,Fall,unknown size,Gray,71.84,49.4,36.35,06-08-2025,25,2.9,FALSE,
Fb001113,Shoes,Zara,Winter,L,Gray,128.31,12.1,128.31,06-08-2025,36,4,TRUE,Changed Mind
Fb001114,Shoes,Forever21,Winter,L,Blue,118.97,12.1,118.97,06-08-2025,45,3.8,FALSE,
Fb001115,Bottoms,Zara,Winter,S,Red,31.98,16.5,26.7,06-08-2025,48,1.8,FALSE,
Fb001116,Tops,Banana Republic,Winter,Xxl,Purple,115.89,26.8,84.83,06-08-2025,26,4.6,FALSE,
Fb001117,Dresses,Ann Taylor,Fall,Xl,Pink,140.06,12.1,140.06,06-08-2025,37,2.3,FALSE,
Fb001118,Shoes,Mango,Fall,Xs,Pink,154.82,12.1,154.82,06-08-2025,10,4.1,FALSE,
Fb001119,Dresses,Uniqlo,Winter,Xl,Blue,114.21,212.1.2,91.14,06-08-2025,5,2,TRUE,Wrong Item
Fb001120,Shoes,Zara,Winter,Xl,Blue,114.84,12.1,114.84,06-08-2025,38,2.6,TRUE,Color Mismatch
Fb001121,Dresses,Mango,Winter,Xl,Navy,131.32,6.8,122.39,06-08-2025,18,2,FALSE,
Fb001122,Tops,Mango,Fall,S,Pink,91.41,32.1,62.07,06-08-2025,49,2.3,FALSE,
Fb001123,Outerwear,Gap,Fall,Xs,Black,202.28,12.1,202.28,06-08-2025,4,2.9,FALSE,
Fb001124,Bottoms,Forever21,Fall,M,Red,119.63,12.1,119.63,06-08-2025,14,2.1,FALSE,
Fb001125,Shoes,Banana Republic,Summer,L,Blue,167.89,12.1,167.89,06-08-2025,12,1,FALSE,
Fb001126,Shoes,Uniqlo,Spring,Xl,Blue,100.39,12.1,100.39,07-03-2025,24,3.2,TRUE,Quality Issue
Fb001127,Dresses,Gap,Summer,L,Gray,162.42,412.1.9,95.99,06-08-2025,32,1,FALSE,
Fb001128,Shoes,Gap,Spring,Xs,Gray,65.07,5.1,61.75,17-01-2025,16,4.3,FALSE,
Fb001129,Bottoms,Forever21,Spring,Xxl,Red,78.1,48.7,40.07,06-05-2025,0,2.9,FALSE,
Fb001130,Outerwear,Zara,Spring,M,Blue,115.73,59.8,46.52,28-09-2024,10,4.2,FALSE,
Fb001131,Accessories,Ann Taylor,Fall,unknown size,Navy,21.57,11.9,19,06-08-2025,37,3,TRUE,Changed Mind
Fb001132,Dresses,Banana Republic,Fall,S,Brown,75.85,512.1.3,37.7,06-08-2025,50,4.7,TRUE,Quality Issue
Fb001133,Outerwear,Uniqlo,Summer,L,Green,170.91,12.1,170.91,06-08-2025,36,1.6,TRUE,Quality Issue
Fb001134,Shoes,H&M,Fall,Xl,White,94.06,22.4,72.99,06-08-2025,0,2.9,FALSE,
Fb001135,Bottoms,H&M,Summer,S,Blue,84.44,12.1,84.44,06-08-2025,2,1.1,FALSE,
Fb001136,Outerwear,Zara,Summer,Xs,Pink,93.11,12.1,93.11,06-08-2025,43,2.8,FALSE,
Fb001137,Tops,Zara,Winter,S,Blue,84.85,8.8,77.38,06-08-2025,19,4.1,TRUE,Changed Mind
Fb001138,Shoes,Uniqlo,Spring,M,Green,138.41,12.1,138.41,17-11-2024,40,3.1,FALSE,
Fb001139,Accessories,Zara,Fall,unknown size,Pink,20.19,21.6,15.83,06-08-2025,45,4.4,TRUE,Changed Mind
Fb001140,Dresses,Banana Republic,Fall,M,Gray,124.17,37.6,77.48,06-08-2025,24,2.3,FALSE,
Fb001141,Outerwear,Banana Republic,Spring,L,Red,133.92,12.1,133.92,13-04-2025,41,2.8,FALSE,
Fb001142,Accessories,Banana Republic,Spring,unknown size,Gray,77.78,12.1,77.78,07-07-2025,23,2.5,TRUE,Size Issue
Fb001143,Dresses,Mango,Winter,Xxl,Brown,157.69,35.9,101.08,06-08-2025,6,1,FALSE,
Fb001144,Tops,Zara,Winter,L,Black,99.57,12.1,99.57,06-08-2025,17,1,FALSE,
Fb001145,Accessories,Zara,Summer,unknown size,Brown,43.61,33.3,29.09,06-08-2025,47,2.5,FALSE,
Fb001146,Outerwear,Gap,Winter,M,Brown,88.87,12.1,88.87,06-08-2025,27,2.4,FALSE,
Fb001147,Bottoms,Forever21,Fall,M,White,112.6,19.8,90.31,06-08-2025,2,1,FALSE,
Fb001148,Tops,Uniqlo,Fall,Xl,Green,33.35,12.1,33.35,06-08-2025,29,1.2,FALSE,
Fb001149,Bottoms,Forever21,Fall,L,Navy,115.82,2.9,112.46,06-08-2025,46,2.9,FALSE,
Fb001150,Tops,Banana Republic,Fall,Xl,White,107.79,3.1,104.45,06-08-2025,6,2.8,FALSE,
Fb001151,Tops,H&M,Summer,S,White,53.87,12.1,53.87,06-08-2025,50,4.2,TRUE,Damaged
Fb001152,Tops,Gap,Spring,Xs,Green,72.5,412.1.8,42.92,30-12-2024,23,4.4,FALSE,
Fb001153,Shoes,Gap,Spring,S,Gray,152.32,12.1,152.32,09-06-2025,15,2.9,FALSE,
Fb001154,Dresses,H&M,Winter,M,Red,67.63,12.1,67.63,06-08-2025,9,4.7,FALSE,
Fb001155,Outerwear,Uniqlo,Summer,Xs,Purple,221.94,12.1,221.94,06-08-2025,35,1.5,FALSE,
Fb001156,Bottoms,Zara,Fall,Xs,Pink,118.77,8.4,108.79,06-08-2025,30,4.6,TRUE,Wrong Item
Fb001157,Tops,Forever21,Fall,Xs,Green,100.17,12.1,100.17,06-08-2025,18,1.2,FALSE,
Fb001158,Accessories,Banana Republic,Summer,unknown size,White,18.45,12.1,18.45,06-08-2025,39,2.2,FALSE,
Fb001159,Accessories,Gap,Summer,unknown size,Purple,45.56,13.5,39.41,06-08-2025,40,3.2,FALSE,
Fb001160,Tops,Uniqlo,Spring,S,Purple,62.21,12.1,62.21,23-07-2025,38,2.6,FALSE,
Fb001161,Accessories,Forever21,Winter,unknown size,Blue,37.02,12.1,37.02,06-08-2025,12,4.3,FALSE,
Fb001162,Dresses,Zara,Summer,Xl,Beige,51.86,39,31.63,06-08-2025,40,2.4,FALSE,
Fb001163,Dresses,Zara,Spring,Xs,Purple,76.24,12.1,76.24,07-01-2025,14,2.8,FALSE,
Fb001164,Accessories,Zara,Fall,unknown size,Gray,74.17,12.1,74.17,06-08-2025,24,1.7,FALSE,
Fb001165,Bottoms,Forever21,Spring,L,Beige,75.99,12.1,75.99,18-02-2025,19,1.7,TRUE,Size Issue
Fb001166,Bottoms,H&M,Winter,Xs,Navy,62.33,49.4,31.54,06-08-2025,46,3.5,FALSE,
Fb001167,Bottoms,Mango,Winter,Xxl,Red,93.59,12.1,93.59,06-08-2025,38,1.9,FALSE,
Fb001168,Tops,Forever21,Fall,unknown size,Blue,72.83,35.7,46.83,06-08-2025,11,3.1,FALSE,
Fb001169,Outerwear,Uniqlo,Winter,Xxl,Gray,134.59,33.6,89.37,06-08-2025,42,2.9,FALSE,
Fb001170,Bottoms,Zara,Spring,unknown size,Beige,71.6,41.9,41.6,12-04-2025,16,2.8,FALSE,
Fb001171,Shoes,Ann Taylor,Summer,Xl,Red,62.35,53.5,28.99,06-08-2025,1,4.1,FALSE,
Fb001172,Outerwear,Ann Taylor,Spring,Xs,Navy,80.55,43.7,45.35,21-10-2024,41,4.8,TRUE,Changed Mind
Fb001173,Shoes,Banana Republic,Winter,M,Beige,171.48,12.1,171.48,06-08-2025,15,2.4,FALSE,
Fb001174,Tops,Ann Taylor,Spring,Xl,Navy,30.81,15.7,25.97,19-09-2024,4,2.9,FALSE,
Fb001175,Dresses,H&M,Summer,L,Blue,97.14,12.1,97.14,06-08-2025,20,4.1,FALSE,
Fb001176,Shoes,Forever21,Fall,S,White,128.27,12.1,128.27,06-08-2025,28,2.9,FALSE,
Fb001177,Dresses,Zara,Winter,Xl,Green,174.86,12.1,174.86,06-08-2025,43,4.6,FALSE,
Fb001178,Dresses,Banana Republic,Winter,Xl,White,100.03,12.1,100.03,06-08-2025,36,1.9,TRUE,Quality Issue
Fb001179,Dresses,Zara,Winter,S,Purple,49.89,12.1,49.89,06-08-2025,0,3.5,TRUE,Wrong Item
Fb001180,Shoes,H&M,Fall,Xl,Brown,170.43,12.1,170.43,06-08-2025,22,2.9,FALSE,
Fb001181,Outerwear,Gap,Summer,Xs,Navy,186.78,12.1,186.78,06-08-2025,22,2.9,FALSE,
Fb001182,Accessories,Forever21,Fall,unknown size,Navy,63.98,12.1,63.98,06-08-2025,36,1.7,FALSE,
Fb001183,Outerwear,Forever21,Fall,Xs,Navy,225.64,12.1,225.64,06-08-2025,31,1.3,FALSE,
Fb001184,Tops,Mango,Fall,Xs,White,115.29,13.9,99.26,06-08-2025,37,2.9,FALSE,
Fb001185,Bottoms,Mango,Fall,Xs,White,92.59,12.1,92.59,06-08-2025,39,2.3,FALSE,
Fb001186,Accessories,Uniqlo,Spring,unknown size,Beige,67.65,26.2,49.93,28-05-2025,23,1.7,FALSE,
Fb001187,Outerwear,Ann Taylor,Spring,L,White,128.92,12.1,128.92,10-07-2025,40,1.5,FALSE,
Fb001188,Accessories,Banana Republic,Fall,unknown size,Red,16.51,16.8,13.74,06-08-2025,47,1.2,FALSE,
Fb001189,Shoes,Banana Republic,Winter,unknown size,Gray,173.66,42.7,99.51,06-08-2025,1,3.1,FALSE,
Fb001190,Tops,H&M,Spring,S,Black,71.49,212.1.9,56.55,12-01-2025,33,1.3,FALSE,
Fb001191,Outerwear,Uniqlo,Fall,Xxl,Gray,230.81,24.3,174.72,06-08-2025,26,2.9,TRUE,Size Issue
Fb001192,Shoes,H&M,Spring,Xs,Green,101,58.6,41.81,04-07-2025,44,1.2,FALSE,
Fb001193,Outerwear,Mango,Winter,Xxl,Brown,116.37,52.6,55.16,06-08-2025,43,2.4,FALSE,
Fb001194,Shoes,H&M,Spring,L,Beige,150.28,8.3,137.81,22-01-2025,48,2.9,FALSE,
Fb001195,Outerwear,Zara,Winter,Xl,Gray,107.81,12.1,107.81,06-08-2025,15,2.7,FALSE,
Fb001196,Dresses,Zara,Spring,L,Navy,61.24,12.1,61.24,05-04-2025,3,2.9,FALSE,
Fb001197,Accessories,Zara,Winter,unknown size,Green,34.04,12.1,34.04,06-08-2025,3,1.9,FALSE,
Fb001198,Dresses,Gap,Summer,S,Brown,168.16,45.9,90.97,06-08-2025,44,1.5,FALSE,
Fb001199,Tops,Ann Taylor,Fall,M,Red,74.07,12.1,74.07,06-08-2025,47,1.4,FALSE,
Fb001200,Tops,Forever21,Winter,Xxl,Brown,84.75,12.1,84.75,06-08-2025,7,2.5,FALSE,
Fb001201,Shoes,Mango,Summer,M,Red,187.47,9.6,169.47,06-08-2025,28,4,FALSE,
Fb001202,Accessories,Uniqlo,Spring,unknown size,Green,45.81,14.1,39.35,14-04-2025,29,2.9,FALSE,
Fb001203,Outerwear,Banana Republic,Fall,Xl,Brown,87.09,12.1,87.09,06-08-2025,8,2.8,FALSE,
Fb001204,Outerwear,H&M,Summer,Xs,Brown,232.5,56.8,100.44,06-08-2025,23,2.9,TRUE,Size Issue
Fb001205,Shoes,Ann Taylor,Spring,Xs,Purple,184.87,12.1,184.87,28-09-2024,32,1.8,FALSE,
Fb001206,Tops,Gap,Fall,Xs,Gray,31.36,12.1,31.36,06-08-2025,50,3.4,FALSE,
Fb001207,Accessories,H&M,Winter,unknown size,Navy,62.26,24.6,46.94,06-08-2025,33,3.5,FALSE,
Fb001208,Accessories,Mango,Summer,unknown size,Navy,64.82,42.2,37.47,06-08-2025,26,1.3,FALSE,
Fb001209,Accessories,Zara,Spring,unknown size,Blue,15.92,12.1,15.92,06-09-2024,7,4.1,FALSE,
Fb001210,Outerwear,H&M,Spring,M,Purple,180.83,12.1,180.83,02-09-2024,20,2,FALSE,
Fb001211,Shoes,Forever21,Summer,L,Brown,73.81,12.1,73.81,06-08-2025,44,1.3,FALSE,
Fb001212,Shoes,Ann Taylor,Summer,Xxl,Beige,127.52,12.1,127.52,06-08-2025,0,3.4,FALSE,
Fb001213,Bottoms,H&M,Fall,unknown size,Brown,52.08,12.1,52.08,06-08-2025,12,2.9,FALSE,
Fb001214,Bottoms,Forever21,Winter,Xs,Red,32.83,23,25.28,06-08-2025,24,1.1,FALSE,
Fb001215,Tops,Banana Republic,Winter,S,Purple,108.92,12.1,108.92,06-08-2025,6,1.8,FALSE,
Fb001216,Shoes,Forever21,Winter,unknown size,Navy,85.83,47.5,45.06,06-08-2025,8,1.1,FALSE,
Fb001217,Accessories,Zara,Spring,unknown size,Blue,62.02,12.1,62.02,25-04-2025,3,3.7,FALSE,
Fb001218,Shoes,H&M,Summer,Xl,Black,127.31,5.4,120.44,06-08-2025,34,2.5,FALSE,
Fb001219,Tops,Ann Taylor,Fall,unknown size,Red,35.74,12.1,35.74,06-08-2025,33,2.9,TRUE,Color Mismatch
Fb001220,Accessories,H&M,Summer,unknown size,Gray,69.62,27.9,50.2,06-08-2025,5,1.1,FALSE,
Fb001221,Tops,Zara,Winter,Xxl,Black,92.01,28.8,65.51,06-08-2025,37,1.9,FALSE,
Fb001222,Shoes,Mango,Fall,M,Black,110.1,12.1,110.1,06-08-2025,13,3.6,TRUE,Changed Mind
Fb001223,Bottoms,Zara,Fall,Xxl,Red,109.05,12.1,109.05,06-08-2025,13,3.7,FALSE,
Fb001224,Accessories,Forever21,Winter,unknown size,Beige,67.46,12.1,67.46,06-08-2025,28,1.4,FALSE,
Fb001225,Shoes,Ann Taylor,Winter,M,White,110.11,112.1.2,98.88,06-08-2025,47,2.9,FALSE,
Fb001226,Shoes,Banana Republic,Summer,Xl,White,162.5,12.1,162.5,06-08-2025,45,2.9,FALSE,
Fb001227,Accessories,Uniqlo,Summer,unknown size,Black,23.8,8.3,21.82,06-08-2025,0,3.5,FALSE,
Fb001228,Bottoms,Banana Republic,Fall,Xs,Brown,115.89,12.1,115.89,06-08-2025,34,2.9,FALSE,
Fb001229,Outerwear,H&M,Spring,M,Red,139.2,42.5,80.04,02-10-2024,27,2.9,FALSE,
Fb001230,Dresses,Forever21,Fall,S,Navy,120.42,36.7,76.23,06-08-2025,46,2.4,FALSE,
Fb001231,Accessories,Banana Republic,Fall,unknown size,Beige,72.81,12.1,72.81,06-08-2025,4,4.3,FALSE,
Fb001232,Accessories,Zara,Spring,unknown size,Brown,29.75,12.1,29.75,07-02-2025,37,3.9,FALSE,
Fb001233,Tops,Gap,Summer,Xl,Black,33.63,12.1,33.63,06-08-2025,13,4.7,FALSE,
Fb001234,Outerwear,Banana Republic,Fall,S,Brown,101.93,12.1,101.93,06-08-2025,31,2.9,FALSE,
Fb001235,Accessories,Mango,Winter,unknown size,White,41.43,12.1,41.43,06-08-2025,10,2.9,FALSE,
Fb001236,Outerwear,Ann Taylor,Spring,L,Green,126.14,12.1,126.14,18-05-2025,24,3.6,FALSE,
Fb001237,Bottoms,Zara,Spring,M,Purple,96.76,12.1,96.76,26-02-2025,6,2.9,FALSE,
Fb001238,Tops,Mango,Winter,Xs,Navy,114.32,12.1,114.32,06-08-2025,27,5,FALSE,
Fb001239,Shoes,H&M,Spring,S,Purple,102.46,12.1,102.46,17-12-2024,20,3.7,TRUE,Quality Issue
Fb001240,Bottoms,Uniqlo,Summer,L,Pink,95.7,15,81.34,06-08-2025,9,4.9,FALSE,
Fb001241,Bottoms,H&M,Winter,M,Blue,55.49,12.1,55.49,06-08-2025,25,4.6,FALSE,
Fb001242,Accessories,Ann Taylor,Winter,unknown size,White,30.58,9.8,27.58,06-08-2025,34,3.4,FALSE,
Fb001243,Bottoms,Mango,Fall,S,Red,116.58,12.1,116.58,06-08-2025,47,1.2,FALSE,
Fb001244,Dresses,Zara,Winter,Xl,Navy,79.18,21.1,62.47,06-08-2025,36,1.5,TRUE,Changed Mind
Fb001245,Dresses,Forever21,Summer,unknown size,Navy,88.71,12.1,88.71,06-08-2025,3,3.5,FALSE,
Fb001246,Dresses,Banana Republic,Spring,Xxl,Purple,150.58,12.1,150.58,19-12-2024,38,2.1,FALSE,
Fb001247,Dresses,Uniqlo,Summer,Xxl,White,179.9,9.3,163.17,06-08-2025,34,2.1,FALSE,
Fb001248,Outerwear,Forever21,Spring,Xl,Red,135.3,12.1,135.3,16-02-2025,19,4.6,FALSE,
Fb001249,Shoes,Uniqlo,Fall,Xxl,Black,146.43,12.1,146.43,06-08-2025,7,2.5,FALSE,
Fb001250,Outerwear,Forever21,Winter,M,Green,160.27,12.1,160.27,06-08-2025,11,2,FALSE,
Fb001251,Shoes,Mango,Winter,M,Gray,169.87,8.8,154.92,06-08-2025,36,2.1,FALSE,
Fb001252,Shoes,Ann Taylor,Summer,unknown size,Gray,137.33,12.1,137.33,06-08-2025,35,4.6,FALSE,
Fb001253,Bottoms,Forever21,Summer,Xxl,Red,38.18,12.1,38.18,06-08-2025,38,2.9,FALSE,
Fb001254,Tops,Zara,Summer,Xxl,Blue,40.62,212.1.1,32.46,06-08-2025,7,2.9,FALSE,
Fb001255,Bottoms,H&M,Winter,Xs,Black,56.4,23.3,43.26,06-08-2025,35,2.9,FALSE,
Fb001256,Accessories,Forever21,Summer,unknown size,Green,19.56,12.1,19.56,06-08-2025,13,3.1,FALSE,
Fb001257,Shoes,H&M,Winter,L,White,155.66,12.1,155.66,06-08-2025,3,4,FALSE,
Fb001258,Tops,Zara,Summer,S,Purple,106.2,12.1,106.2,06-08-2025,10,1.1,FALSE,
Fb001259,Outerwear,Ann Taylor,Fall,Xxl,Navy,158.31,12.1,158.31,06-08-2025,7,5,FALSE,
Fb001260,Dresses,Mango,Spring,Xl,Pink,102.3,42.2,59.13,30-05-2025,43,1.3,FALSE,
Fb001261,Accessories,Gap,Fall,unknown size,Navy,53.46,58,22.45,06-08-2025,6,4.2,FALSE,
Fb001262,Dresses,Uniqlo,Summer,Xs,Blue,101.78,22.9,78.47,06-08-2025,5,1.2,TRUE,Damaged
Fb001263,Outerwear,Banana Republic,Summer,M,Gray,112.28,12.1,112.28,06-08-2025,41,4.1,FALSE,
Fb001264,Accessories,Banana Republic,Winter,unknown size,Pink,47.51,12.1,47.51,06-08-2025,39,4.4,FALSE,
Fb001265,Tops,Uniqlo,Winter,Xxl,Beige,80.39,12.1,80.39,06-08-2025,24,2.9,FALSE,
Fb001266,Bottoms,Mango,Winter,L,Red,64.75,26.4,47.66,06-08-2025,7,2.9,TRUE,Wrong Item
Fb001267,Outerwear,Zara,Winter,L,Red,129.86,12.1,129.86,06-08-2025,41,1.7,FALSE,
Fb001268,Bottoms,Banana Republic,Spring,L,Green,32.74,12.1,32.74,12-08-2024,23,4,TRUE,Damaged
Fb001269,Bottoms,Uniqlo,Spring,L,Blue,79.27,12.1,79.27,11-05-2025,13,3.5,FALSE,
Fb001270,Tops,Forever21,Spring,S,Beige,119.38,12.1,119.38,20-02-2025,18,4.4,FALSE,
Fb001271,Dresses,H&M,Winter,S,White,66.17,12.1,66.17,06-08-2025,1,2.9,FALSE,
Fb001272,Accessories,H&M,Fall,unknown size,Purple,68.3,8,62.84,06-08-2025,18,3.1,FALSE,
Fb001273,Outerwear,Mango,Fall,L,Purple,209.66,12.1,209.66,06-08-2025,30,2.1,FALSE,
Fb001274,Shoes,Uniqlo,Summer,Xs,Blue,154.82,12.1,154.82,06-08-2025,31,2.9,FALSE,
Fb001275,Bottoms,H&M,Winter,S,Gray,37.53,12.1,37.53,06-08-2025,8,3,TRUE,Changed Mind
Fb001276,Shoes,Zara,Summer,Xs,Black,140.28,12.1,140.28,06-08-2025,10,1.9,FALSE,
Fb001277,Shoes,Uniqlo,Summer,Xs,White,171.07,12.1,171.07,06-08-2025,25,3,FALSE,
Fb001278,Tops,Zara,Summer,M,Purple,77.87,12.1,77.87,06-08-2025,4,2.7,FALSE,
Fb001279,Tops,H&M,Spring,Xl,Navy,80.54,12.1,80.54,10-12-2024,50,2.1,FALSE,
Fb001280,Bottoms,Uniqlo,Summer,S,White,48.68,41.7,28.38,06-08-2025,20,1.3,TRUE,Damaged
Fb001281,Shoes,Ann Taylor,Winter,Xs,Purple,137.83,12.1,137.83,06-08-2025,32,3.4,TRUE,Changed Mind
Fb001282,Bottoms,Zara,Fall,Xxl,Brown,96.88,44.8,53.48,06-08-2025,15,1.3,FALSE,
Fb001283,Tops,H&M,Spring,Xl,Blue,46.44,36.8,29.35,11-03-2025,19,1.9,FALSE,
Fb001284,Bottoms,Gap,Winter,L,Brown,86.4,12.1,86.4,06-08-2025,26,3.7,FALSE,
Fb001285,Bottoms,Mango,Fall,Xxl,Green,113.83,51.6,55.09,06-08-2025,12,2.9,FALSE,
Fb001286,Bottoms,Zara,Summer,Xs,Purple,64.68,42.9,36.93,06-08-2025,36,2.9,FALSE,
Fb001287,Shoes,Forever21,Fall,unknown size,Beige,123.23,12.1,123.23,06-08-2025,40,4.3,FALSE,
Fb001288,Accessories,Ann Taylor,Winter,unknown size,Red,69.69,12.1,69.69,06-08-2025,35,3,FALSE,
Fb001289,Accessories,Banana Republic,Winter,unknown size,Green,46.15,24.4,34.89,06-08-2025,31,4.4,TRUE,Size Issue
Fb001290,Outerwear,H&M,Summer,Xs,Navy,229.8,12.1,229.8,06-08-2025,46,3.6,FALSE,
Fb001291,Outerwear,Uniqlo,Fall,Xs,Purple,179.44,19.6,144.27,06-08-2025,42,3,FALSE,
Fb001292,Shoes,Banana Republic,Fall,L,Green,80.96,56.3,35.38,06-08-2025,41,2.2,TRUE,Changed Mind
Fb001293,Bottoms,Uniqlo,Fall,L,Green,62.3,19.2,50.34,06-08-2025,9,2.5,FALSE,
Fb001294,Accessories,Uniqlo,Fall,unknown size,Beige,58.83,12.5,51.48,06-08-2025,3,1.5,FALSE,
Fb001295,Tops,H&M,Summer,Xxl,Navy,119.04,1.7,117.02,06-08-2025,34,4.1,FALSE,
Fb001296,Outerwear,Zara,Summer,S,Navy,80.54,12.1,80.54,06-08-2025,3,1.8,TRUE,Size Issue
Fb001297,Bottoms,Banana Republic,Winter,Xs,Black,47.32,25.7,35.16,06-08-2025,2,3.2,FALSE,
Fb001298,Shoes,Gap,Winter,Xl,Pink,104.57,27.4,75.92,06-08-2025,7,1,TRUE,Quality Issue
Fb001299,Accessories,Zara,Winter,unknown size,Blue,38.37,23.3,29.43,06-08-2025,22,1.4,FALSE,
Fb001300,Outerwear,H&M,Winter,unknown size,Red,86.3,12.1,86.3,06-08-2025,33,3.9,FALSE,
Fb001301,Accessories,Mango,Winter,unknown size,Purple,64.89,4.2,62.16,06-08-2025,40,1.4,FALSE,
Fb001302,Accessories,Mango,Fall,unknown size,Navy,53.64,12.1,53.64,06-08-2025,18,2.3,FALSE,
Fb001303,Dresses,Mango,Summer,Xxl,Pink,113.81,9.2,103.34,06-08-2025,11,2.4,FALSE,
Fb001304,Tops,Ann Taylor,Summer,Xxl,Beige,40.12,27.7,29.01,06-08-2025,29,1.7,TRUE,Size Issue
Fb001305,Tops,Gap,Winter,M,Black,49.64,312.1.9,34.3,06-08-2025,21,2,FALSE,
Fb001306,Bottoms,Forever21,Summer,L,Brown,117.64,54.2,53.88,06-08-2025,25,4.6,TRUE,Wrong Item
Fb001307,Accessories,Mango,Summer,unknown size,Red,69.78,3.7,67.2,06-08-2025,14,3.2,FALSE,
Fb001308,Accessories,Forever21,Spring,unknown size,White,29.91,18.4,24.41,03-03-2025,10,4.9,FALSE,
Fb001309,Shoes,H&M,Fall,Xl,Black,187.11,43.3,106.09,06-08-2025,26,3,FALSE,
Fb001310,Accessories,Ann Taylor,Summer,unknown size,Beige,40.04,15.8,33.71,06-08-2025,31,1.8,FALSE,
Fb001311,Dresses,Mango,Spring,Xs,Beige,113.44,23.4,86.9,07-03-2025,1,2.9,FALSE,
Fb001312,Bottoms,Zara,Spring,S,Gray,119.84,12.1,119.84,27-09-2024,47,1.4,FALSE,
Fb001313,Shoes,Uniqlo,Fall,Xxl,Brown,167.27,12.1,167.27,06-08-2025,9,4,FALSE,
Fb001314,Dresses,Banana Republic,Spring,Xl,Blue,148,1.1,146.37,23-02-2025,43,2,FALSE,
Fb001315,Bottoms,H&M,Winter,Xxl,Red,65.34,49.8,32.8,06-08-2025,9,2.9,FALSE,
Fb001316,Shoes,Banana Republic,Spring,M,Green,84.57,5.4,80,17-07-2025,33,2.9,FALSE,
Fb001317,Bottoms,Gap,Summer,Xs,Gray,52.6,12.1,52.6,06-08-2025,35,1.2,TRUE,Color Mismatch
Fb001318,Shoes,Uniqlo,Summer,L,Green,106.37,12.1,106.37,06-08-2025,30,1.1,FALSE,
